lfdn;country;copcvdis;ctpcvdis17
5001;7;It is ok to voice concerns but not to cause public mischief or dis-array to cause public harm.;-66
5003;7;-66;Most just radicals
5006;7;-66;the voice of the people must to be hear
5011;7;-66;-66
5012;7;Protesting in numbers;-66
5014;7;-66;i dont like the protests like they had at the g summit and think there are other ways to get your point accross
5015;7;-66;it is not right ro act wrongly there are other ways to make a point peacefully
5016;7;"Sit-in
March";-66
5024;7;-66;"It is a concrete way to express dissatisfaction with decisions being made, as long as the ""civil"" is maintained and violent methods are not used."
5029;7;u/k;-66
5031;7;-66;They should not break the law because the don't like any platforms.a
5037;7;-66;-66
5042;7;Organized protests and town hall meetings, petitions, demonstrations, etc..;-66
5045;7;-66;must keep it under control
5054;7;Protest, inappropriate verbal acts that are threatening and of physical and property damage used as a means of getting message across;-66
5056;7;-66;It is not an issue that concerns me as to date I do not have issues issues that I am passionate about where I would consider any acts of civil disobedience. At this time I am not in favor of any acts of disobedience, so it is not important to me
5057;7;-66;civil disobedience, but up to a point
5058;7;peaceful demonstration, picketing, striking ;-66
5060;7;-66;-66
5061;7;protest and boycott;-66
5062;7;-66;its freedom of speech
5066;7;-66;As a society we elect Government Officals to rule in the countries best interest. Local issues, at times, maynot be in the best interest of the country. Distructive disobedience should not be permitted. Peaceful protest is acceptable. Blocking stores or job sites is notacceptable.
5069;7;-66;I think there are several ways people can use to challenge the government before resorting to civil disobediance
5071;7;-99;-66
5074;7;Public demonstration.Public rallies,out on the streets to voice their opposition to the governments action.;-66
5075;7;-66;protests to let the government know how people feel.  the government is there to do what the people want and some times they go against it
5078;7;-99;-66
5081;7;-66;people need a way to appropriately to let the government know when they are not happy- but this must be civil and not with voilence 
5083;7;"public speeches ; internet letters in circulation.";-66
5085;7;It is important that citizens do NOT take justice into their own hands. We as the citizens give certain authorities the right to stand up for us, to be our voice... this is why voting is so important and I don't think the youth today realize this.;-66
5087;7;-66;Im not sure that I understand the question
5088;7;Protests;-66
5091;7;-66;I beleave in freedom of speech and engaging is involving your self in something you be leave. 
5098;7;-66;Not a good idea for civil disobedience of any kind.
5105;7;"don'tknow
";-66
5111;7;-66;There are a lot more ways to oppose a government.  Civil disobedience can quickly slip into rioting, looting and injuries.
5112;7;demonstrations;-66
5116;7;the right to protest, the right to disagree ;-66
5118;7;-66;-66
5121;7;-66;don't think they should be able to dissobey
5122;7;don't know;-66
5123;7;-66;civil disobedience only creates more problems and people can get hurt or worse, killed.
5125;7;-66;-66
5128;7;I think of it as actively protesting against those that are in power.;-66
5134;7;rallies or revolutions;-66
5138;7;-66;civil disobedience can mean different things. i agree if the people act out because of poor government descisions. However, mob like activities in the streets is way out of hand. simple protesting is understandable, a safe and the responsible way to handle a situation.
5139;7;..;-66
5140;7;-66;i agree
5142;7;"let them know when you're unsastified whit the system.
you can't wrhote a letter , and you can go on tv 
and a talk show spoke about it .";-66
5143;7;-99;-66
5144;7;-66;cuz
5147;7;-66;it leads to injury, property damage
5151;7;-66;-66
5152;7;-66;-66
5153;7;no treason;-66
5155;7;Disruption of other citizen's lives.  Bringing about damage to property.  Raising policing costs.;-66
5159;7;When there are protest and they turn into riots (ie riots in TO during the Summit);-66
5160;7;-66;"
depends on what type of civil disobedience is involved.  It should never include violence."
5161;7;-66;"in a peaceful rally two sided of a conversation will make other think.
For those that don't know, or understand the topic, this type of communication can bring out more knowledge of the subject. "
5162;7;-66;disobedience (Civil or otherwise) is not and should not be tolerated.  Rallies are one thing, an uprising is another.  What are we talking here?
5163;7;Protests, Riots and things similar to that.  Anything that in uncivilized and against the law.  ;-66
5164;7;I mean forming a large, non violent protest.  I am completely opposed to violence or infringing on the rights of others.  Citizens have a right to show and voice their opinions, but not to harm others in doing so.;-66
5168;7;protests and/or violence;-66
5176;7;civil disobedience is when you would like to protest in public some laws or bills past by government. ;-66
5180;7;demonstrations;-66
5181;7;-66;dn
5184;7;I would imagine rallies that try to tell others of thier message, nut often peoeple that are looking to casue damage, looting etc attend and things get out of had.  Prorperty gets damaged and peoeple get hurt.  Whe that stuff happens, I fully support the authorities to throw peoeple involed in jail;-66
5185;7;non-violent;-66
5186;7;-66;people should have the right to have their points of view listened to and heard
5189;7;-66;-
5190;7;-66;-66
5191;7;-66;It's important, as long as the citizens dont harm others or property.
5193;7;Rallies, picketing, petitions.. etc.;-66
5195;7;-66;civilians cannot become violent no matter what the reason..if so,what will law enforcement agencies do!!
5199;7;"such things as happened at the G20, where people burned and looted.  I don't believe in those types of acts at all.  If the civil disobedience consists of peaceful and lawful actions, that is OK.
Further to my earlier response about respecting rights of minorities, I don't believe we should respect rights of minorities to break Canadian laws such as repressing women in their cultures or carrying weapons including ceremonial ones in public.";-66
5200;7;-66;"Recent history seems to indicate that people do not reasonably use this right. For every ""peaceful"" demonstration, there is always a small faction that are over the top and cause lots of trouble. It appears that there is no way for the people to get their point across without some small group ruining it for everyone."
5201;7;-66;i do not agree with violent disobedience but approve demonstration against certain government decisions which are not their best decision. I don't agree with government continue Afgan war, pro Israel stand, G20 placed in Toronto, not approving MS medical test treatment in Canada, appointing senators at high cost to tax payers, continue monarchy association etc.
5203;7;disobeying laws ;-66
5206;7;-66;"it is important that elected representatives listen to ALL their constituents; often only a small minority are truly represented. "
5210;7;Democracy began with people, of the people, by the people, for the people. If the essence of democracy is not met, it is not democracy. In democracy, both parties, governing bodies and the people must respect this basic foundation.  ;-66
5211;7;do not know;-66
5217;7;-66;enough taxes are imposed on us, time to tell or rally the government
5218;7;-66;Because I don't want us to be like France where they're on strike half the time, but we do need to be startled out of our lethargy.
5219;7;-66;people should manifest peacefully
5220;7;"By ""civil disobedience"" in contextual definition, I am referring to any means of grassroots action and opposition.  Depending on the political, social or economic situation at hand, I believe it would be important to first protest non-violently, but adamantly and assertively.  This could range from writing letters to Members of Parliament to holding a ""peaceful"" demonstration march in the city streets.  As much as I would like to avoid any violence or public destruction of property or anarchy, it can still happen.  When violent uprisings against government actions do occur, it should not happen without strict cause and legitimacy, and NOT be directed towards other innocent civilians but the politicians in question.  ";-66
5225;7;protesting (which is fine and I would vote a 7 for this), rioting, violence and vandalism (which I would only vote a 1 for this). I only agree with peaceful forms of civil unrest and disobedience to get a point across. I cannot emphasize with anyone who breaks the law to get their point across. It makes me think: if they were in charge, what methods would they use against their citizens.;-66
5226;7;-66;I don't beleive civil disobedience accomplishes anything
5228;7;being able to protest or express what is going on ;-66
5237;7;-66;there should never be civil disobedience other than under a ruthless dictatorship or puppet government
5238;7;-66;-66
5239;7;civil disobedience a means of corrective action as a result of carefully considering recent governme t actions and decisions and their implications and consequences with respect to the rights of the individual. This can be no action or action(s) approved by a majority of the population.;-66
5241;7;-66;the extent of 'civil disobedience' needs to be better defined.  Each circumstance is unique.  However I feel that a rally or public speaking of opinions should be allowed, but when it begins to break the law or endanger civil servants or the general public it should be stopped.  
5242;7;do not pay their taxes,;-66
5243;7;-66;-66
5245;7;-66;Freedom of choice, after all a government is chosen by the people to represent the peoples interests. Not pursuing their own agenda. Government should be held accountable by the people it serves.
5248;7;riots;-66
5249;7;protests which usually become more aggressive than necessary  ;-66
5252;7;-66;I consider it to be important because civil disobedience is non-voilent approach to resolving a conflict with the government actions. 
5256;7;-66;that is  how  it should  be 
5257;7;peaceful demonstrations;-66
5259;7;-66;Because if not enough people don't tell the government they disagree, the government will fall into a dictatorship where the people will have no rights to show their disagreement.
5260;7;protests,community group meetings rallies;-66
5262;7;-66;-66
5268;7;-66;people can voice their opinion without  causing trouble
5270;7;none;-66
5275;7;-66;I think this should only take place if all other avenues have been exhausted.  I think about countries where there is no choice but to take more sever measures for their human rights.
5276;7;demonstrations, protest rallies, marches, blockading roadways;-66
5279;7;Protests, boycott;-66
5283;7;-66;I think it is important to an extent, depending on the current event. 
5285;7;-66;-66
5288;7;not important at all;-66
5291;7;-66;Every aspect of our Government work for the citizens!
5297;7;I believe people have the right to protest-I feel that does NOT give them the right to damage property, or act violently toward other people!!;-66
5298;7;i don't know;-66
5300;7;-66;-66
5303;7;-66;-99
5305;7;picketing, petitioning;-66
5306;7;-66;-66
5319;7;-66;people have to obey the rules whether they like them or not
5321;7;-66;Sometimes it gets out of hand and people and property gets destroyed.  I believe in peaceful demonstration.
5322;7;i do believe in the right to protest but in a safe way;-66
5327;7;protests;-66
5328;7;-66;It is very import when people revolt against the government, It causes the lack of faith in our leaders to spread like wild fire
5331;7;riots, disturbing the peice, ;-66
5332;7;-66;People have a right to make themselves heard, by any means. If the government attempts to remove that, then the people will have to remove the government.
5333;7;Protests and riots;-66
5341;7;-66;demonstrating is a poor way to get what you want
5346;7;-66;You have the right to protest
5347;7;-66;"Civil disobedience is wrong.
"
5348;7;acts of civil disobedience would include a strike at work marching on parliment growing weed anything not condoned by the moral majority;-66
5353;7;-66;-66
5355;7;-66;"I do not feel that ""acts of civil disobedience"" are productive. I lose respect for groups that openly have ""sit-ins"" or protests. A peaceful march is my limit of acceptance. "
5359;7;-66;-66
5366;7;-99;-66
5369;7;-66;democracy cant tolerate civil disobidence
5374;7;-66;-66
5376;7;-66;I don't think that riots are the answer
5378;7;Civil disobedience is the active, professed refusal to obey certain laws, demands, and commands of a government, or of an occupying international power.;-66
5380;7;"I associate rallies and public displays of protest with the pharse ""civil disobedience"".";-66
5382;7;-66;-66
5387;7;rioting, damaging property;-66
5388;7;-66;-66
5398;7;-66;I don't think people should be disobedience because od government actions.If they don't like the government then they should not get involved at all.
5402;7;-66;nobody should be allowed to act in civil disobedience. It should be done in a calm orderly fashion
5404;7;-66;     I feel that as citizens of the country, we have a right to let our government leaders know our opinions on certain issues, whether they affect us or not.
5408;7;"riots
physical attacks on police";-66
5410;7;-66;The government like to disregarde public opinions and do as they please. When it comes down to it, the public has to resort to such acts as to show the government that they should have a say in these matters.
5412;7;-66;there is such a process known as due process that should be followed
5414;7;- have a ralley;-66
5416;7;non payment of fees, demonstrations, any non violent;-66
5418;7;Holding protests or writing campaigns to elected officials.;-66
5420;7;Public Demonstrations..public marching..slogans..public gatherings to voice opposition.;-66
5421;7;-66;-99
5425;7;Non-violent forms of protest (sit-ins, marches, strikes, etc.);-66
5426;7;-66;Unjust laws should be opposed and changed.
5433;7;-66;This was selected because the definition of civil disobedience is not clear therefore a definite number could not be chosen.  Some people feel that it means being violent which should not be tolerated.
5444;7;Protests;-66
5449;7;-99;-66
5450;7;riots, protests etc;-66
5453;7;-66;Nobody can get what they want all the time. The act of disobedience should not be to harsh.
5461;7;no;-66
5465;7;-66;Citizens should not be disobedient at all. This is how we end up with issues like the G20 in Toronto in 2010.
5466;7;-66;It is very important to me because so often governments create legislation that doesn't take the common people's rights into consideration. I feel that when the government refuses to listen to the people then the people should stand up.
5468;7;picketing, public events but no violence or destruction of property;-66
5473;7;well the way governments are treating people these days i wouldn't be surprised that people revolt;-66
5474;7;-66;The people need to express their views but need to do so within the law.
5475;7;silent marches without aggression;-66
5476;7;-66;-66
5478;7;riots and protesting;-66
5479;7;Protests, viral web videos, web blogs, newspaper articles, public demostrations, peace rallys;-66
5480;7;-66;dont know
5481;7;sghghf;-66
5484;7;-66;They can write lteers instead of protesting.
5485;7;-66;sometimes, is the only way to have attention from the authorities
5486;7;protest, picket lines, walk off jobs;-66
5487;7;"going to meeting about it
";-66
5488;7;-66;-66
5492;7;-66;The goverment is not always right or listen to what the public wants. sometimes the only way is for a demonstration to have a say...However it should not become violent
5496;7;-66;no comment
5500;7;-66;the ends justify the means! viva la revolucion!
5502;7;riot. anarchy.;-66
5503;7;being unlawful and protesting violently;-66
5506;7;-66;-66
5510;7;-66;organized protests do have an impact sometimes.
5512;7;strikes, demonstrations, sit-ins, marches, petitions, writing letters of protest;-66
5514;7;demonstrating in marches, etc.;-66
5515;7;Nonviolent forms of protest. For example strikes in the public sector (transit);-66
5517;7;I think they have the right to voice their own opinions as long as they are not hurting other people;-66
5527;7;-66;I think that it's important to stand up for what you believe in, or what you feel is right. 
5528;7;RIOTS AND UPRISINGS;-66
5530;7;-66;Every citizen should be allowed to protest and as long as they do not cause damage to people or property they should use this right.
5532;7;rioting;-66
5533;7;-66;Mainly because some people act violently when that isn't the answer either.
5535;7;"stopping traffic
blocking sidewalks";-66
5542;7;i think every body should be questioned befor going ahead with goverment actions;-66
5545;7;-66;drastic measures imposed should carry consequences to those in power.
5548;7;-66;-99
5549;7;Just letting your voice be heard.  Through petition or whatever avenues.;-66
5550;7;-66;sometimes this is the only way to get gov't to listen
5553;7;-66;"They shouldn't do that but it dosen't really matter.
"
5560;7;-66;depends on what it is... but if the situation is bad enough and there is no outrage from the populace then it will just spread and we'll have another holocaust on our hands
5561;7;Any actions of protest without causing physical harm, including violence and damaging/defacing public property.;-66
5562;7;-66;becouse.
5564;7;the freedom to express your ideas in a non-violent manner with the fear of reprisal from police like what happened to peacefull protestors last summer in toronto;-66
5567;7;-66;to express their dissatisfaction with government decision making
5568;7;-66;"because sometime the government cant decide with out seeing what we want first
"
5570;7;-99;-66
5573;7;something that is ''against the law'' and this term is so broad it doesn't even mean a thing. politicians tend to do what they like, even if it is ''against the law'' wich creates an inequity that is most unpleasant and unacceptable. i'm not saying we should blow stuff up, but a little shake of their cozy pedestal might not hurt. again, i am not saying i am to do that, nor that anybody should.but anyway, civil disobedience is simply something the people that represent the law don't wan't you to do.;-66
5576;7;"Citizens have the right so show there discuss with the government through non violent protest.  If we  the citizens disagree with the powers that be its like disobeying you boss or parents.  But it needs to be known that the government that is suppose to be representing the people does just that.  When things get out of control then violence ensues errupts and that is wrong for all partys.
";-66
5580;7;-66;must obey the laws!
5581;7;-66;-66
5591;7;"picketing; sit-ins; breaking the law";-66
5593;7;riots, marches;-66
5595;7;Protests, strikes, sit-ins;-66
5600;7;-66;i think that if it is a government action that it is basically a final statement.
5601;7;-66;I see nothing wrong with peaceful demonstrations and if people wish participate in them, these demonstrations can be influential.  But violent demonstrations involving looting and destruction needs police action, and police protection is something that every citizen is entitled to, not just minorities.
5603;7;citizens may voice their opinions freely,but not to break the law;-66
5604;7;-66;"Well there can be times were a government can be ruthless (somecountires in middles east) it is up to the people to make their voice heard even if it isnt welcomed by the ""authorities"" this doesnt apply to a democratic country like canada."
5614;7;people who fight the goverment or the comunity;-66
5616;7;-66;"I selected 4 because at times citizens can take these types of actions into extremes and that is why at times it is good to have a regulation body there like the government to enforce law and order when the ""group"" mentality takes hold."
5617;7;It is important that the voices of the public be heard but I feel that if the public has elected officials to their positions of trust and decision making then they should have some faith in their judgements if not then indicate so in a peaceful manner.;-66
5618;7;-66;-66
5619;7;gathering in large groups to demonstrate including marching down the middle of a street and standing outside a building where they know some thing is going on that numerous leaders will attend. People standing with signs and or banners and possibly blocking traffic and refusing to disband just because police tell them to. As long as people protest in a peaceful manner and without destroying property I think it should be the right of every individual to let government know in mass what is the will of the people in a democratic society, if they are unhappy or want to make a point that they feel is not being heard.;-66
5621;7;TO ME it means doing something illegal which I would never do.;-66
5623;7;against us;-66
5626;7;-66;I do not condone violence by any means, but the public should have the right to express their opinion, whatever that may be, even if that conflicts with the decisions of the government. I think that government bodies get distanced from the public whom they are representing and their opinion, in this case public demonstration is an effective method of making the public's opinion known. 
5628;7;-66;order must be maintained 
5632;7;-99;-66
5634;7;-66;too what degree?
5635;7;metis hunting rights;-66
5637;7;Civil disobedience is non-violent protestation. Marches, gatherings, petitions, public speaking forums where ordinary citizens may question their governmental leaders, freedom to criticise in the media. All of these occuring WITHOUT threats from on-duty police officers, whose confrontational attitude toward protesters in general is often the fuel to the fire that causes some to become physical.;-66
5641;7;riots,vandalism;-66
5642;7;-66;if government actions are wrong then citizens have the right to disobey in order for protest. but they shouldnt completely go against to law for small matters on a regular basis. only for protest.
5644;7;-66;as long as it is non-violent civil disobedience is an immediate response to actions of the government
5646;7;Civil disobedience such as picketing outside of government offices or holding rallies in order to get the attention on the issue at hand is important for civilians to be able to voice their opinions.  It's a right.  As long as they do not break any laws such as vandalism or assault or worse.;-66
5654;7;-66;Sometimes for example, a strike is necessary to voice out opinions and get the government's attention
5656;7;-66;Historically, progressive change happens when the people vocally challenge authority, and fight for their rights.
5657;7;refusing to follow procedures like completing the census or not responding to a military draft.;-66
5664;7;Violent protests or rallies meant to impede instead of communicate.;-66
5665;7;-66;Because sometimes acts of civil disobedience are far too extreme to actually be of any value to the people.
5666;7;-66;slightly no physical protest
5669;7;recalls;-66
5670;7;No swaring, no cheap & personal shots;-66
5672;7;-66;-99
5675;7;A right of the populace to make their voice heard.;-66
5676;7;-66;Civil disobedience of violent armed nature should only be used by citizens if the parliament misuses its power to declare non necessary martial law. 
5678;7;rally's ;-66
5679;7;opposing the ideas of the govt-I don't think its right for civilian to have demonstratons which sometimes turn violent and innocent people are hurt due to this;-66
5681;7;-66;Although I believe in some cases that civil disobedience is necessary.....there are limits.
5685;7;-66;"Anyone who opposes government actions should first try to sit down and talk it out and be able to understand why the government has taken a certain stance.  It is childish to have a ""temper tandrum"" when things do not go exactly as you would like."
5686;7;protests;-66
5687;7;I have no idea what to think...I would have to look it up;-66
5688;7;-66;"There are already  laws in place for the proper way to make their feelings felt by government.  Civil Disobedience is juyst that.  Illegal.  Nothing but a way for a bunch of idiots to get together to fight, burn cars, riot, break into stores, etc.
The ones that cause disobedience are not cicizens.  They are nothing but hoodlums."
5690;7;Not sure;-66
5691;7;Protests, Disturbing the Peace, Fighting Officers of Law;-66
5692;7;-66;if civil disobedience is a response to a government action then usually all other avenues of government opposition has been tried and they go the next step
5693;7;-66;people have a right to oppose political decisions in a peaceful way
5696;7;none;-66
5699;7;-66;without civil disobedience, the governments could do whatever they wanted. People need to act out and stand up for whats right
5701;7;" The refusal to obey certain laws, demands, and commands of a government.
non violent resistance
criminal acts
";-66
5702;7;I associate civil disobedience with public protests and demostrations. As long as there is not a riot or property damage.;-66
5703;7;-66;People must have a way of showing govenrnment when the latter are making the wrong decisions.
5704;7;-99;-66
5706;7;-66;"I am using #1 as saying there shouldn't be any civil disobedience except as a way to get the gvmt. to listen to the people on ""grave issues"" be it in a forum for discussion or to commit to some sort of consensus of and by the people."
5712;7;?;-66
5713;7;-66;-66
5715;7;Protests,marches;-66
5716;7;-66;As long as it is peaceful demonstrations, it is allowing human rights to be carried out.
5720;7;-66;no
5722;7;-66;It is important that citizens have the right to protest, in a civilized manner
5726;7;-66;people need to let off some anger and normally the goverment is the source of it, so i think its fair that they get to vent somehow
5727;7;It means breaking the law.  Breaking things, causing disturbances to other people etc.  This is completely wrong in any sense, this is not how to solve problems.;-66
5739;7;-66;some policy makers go with oppositions promises and not with public reasoning
5743;7;-66;Sometimes the goverment needs to take notice
5744;7;protests, revolution.;-66
5745;7;-66;most disagreements should be able to be discussed without disobedience
5746;7;-66;it's the only way governement will recognize the real needs of citizen when they take on decision without consulting the general public
5747;7;Riots;-66
5751;7;In the 500 tribes - one million cities and areas - 800,000 malls and retails department worldwide we must ensure that we have agreed toward employment to employers and unemployment to us the beneficiaries in the Housing welfare renovation automobile - budget life cyclation to take as our considered effort in today todays business worldwide that all our recognized effort must remain basic all in the areas achieved in the many ways by us all the  people in the worldwide achievement without failed - ;-66
5758;7;-66;not acceptable
5759;7;-66;-66
5760;7;Civil disobedience to me means public demonstrating using violent means which I do not support!;-66
5761;7;-66;its fine to disagree but it does not need to get violent 
5771;7;Being in places in order to obstruct access to places of work. Not obeying new decision making policies that were voted on by the general public.  I don't think of violence although I suppose in a volatile situation that could erupt. Unfortunately, the citizens get nowhere if they are violent, they are labeled as troublemakers. Obstructing the rights of others to move freely about while doing their day to day business is also included. ;-66
5781;7;To me, it is demonstrations, blocking bulldozers perhaps, peaceful actions only. It does not include the yahoos that break windows,etc. every time there is a major demonstration.   I have no patience with violence.;-66
5782;7;-66;...
5784;7;-66;-66
5786;7;don't know;-66
5789;7;-66;civil disobedience to the point of criminal acts should not be tolerated
5793;7;The people not agreeing with the action taken by the government. The people acting out against and standing up for what they believe. To not conform.;-66
5794;7;-66;they have to be engage of what they believe
5795;7;walkouts, demonstrations;-66
5797;7;-66;because civil diobedience brings about poor action from the people when we can be heard with our voices because of our grand vocabulary
5798;7;civil disobedience is about when people are willing to fight certain laws such as ghandi. there can be times when issues can become violent and wars can break out, also called civil wars.;-66
5799;7;-66;-66
5802;7;when they want to pass laws that arnt right;-66
5809;7;-66;-66
5810;7;riots;-66
5817;7;-66;becuse it is important but I am not sure that it is a 7
5819;7;protests;-66
5825;7;-66;Civil Disobedience is never good, peaceful protest is a better way.
5826;7;That is not good practice.;-66
5828;7;-66;because each one may in the same position
5841;7;-66;what????
5845;7;na;-66
5847;7;-66;-66
5848;7;-66;Acts of civil disobedience can be harmful to members of the public
5856;7;-66;sometimes these situations can get out of hand and some type of monitoring needs to be done
5858;7;ACTS OF VIOLENCE;-66
5860;7;staging riots, placing antagonizing posters up and distributing flyers to everyone regardless of interest supporting their views;-66
5864;7;-66;"There are other ways citizens can reach the government. No one should have to go against the law and be ""disobedient""."
5865;7;-66;-66
5870;7;citizens have the right to voice their opinions & displeasure with the government thru their elected representative.;-66
5879;7;Riots?? ;-66
5883;7;well protesting petisions and ralleys;-66
5890;7;-66;if you have the right person working for people is important
5892;7;Civil disobedience is the active, professed refusal to obey certain laws, demands, and commands of a government, or of an occupying international power.;-66
5893;7;-66;I don't think that people should cause riots when they oppose of government actions but i also feel that people have the right to have there voice herd. Yet i also feel that the government knows what there doing and what they decide is probably best. so in other words I'm on the fence and not really sure how i feel.
5895;7;-66;not sure
5896;7;-99;-66
5899;7;strikes;-66
5905;7;-66;depends whether they are doing so in a peaceful manner or not...I agree completely with peaceful protest
5906;7;sit-ins, non-violent marche/protests, ;-66
5910;7;-66;citizens have their right to express their opinion to the government 
5911;7;marches,signs etc. at politcal gatherings;-66
5912;7;-66;-66
5920;7;-66;it would all depends on how far they take it within the law then ok
5921;7;protests, petitions, and rallies.;-66
5925;7;-66;freedom is important
5932;7;-66;It's important that the people have a say, but when it gets violent then then they've gone too far
5934;7;-66;that's important
5943;7;politacal protesting marches sit ins no voilence;-66
5951;7;nothing;-66
5955;7;-66;Acts of civil disobedience is never the answer. There is always proper ways to do things.
5962;7;protesting and or rioting;-66
5968;7;-66;Well, if everyone gets their own way and have much more say in the decisions of our government, then many of these acts of civil disobedience would really be against themselves. If the majority of the public chooses a particular choice, and someone wants to oppose it, then that person is going about it the wrong way. On the other hand, if the government ignores what the people want, then acts of civil disobedience aren't enough.
5969;7;-66;Because
5970;7;-99;-66
5971;7;-66;I think often some people use that as an excuse to engage in violent, disrespectful and abusive behavior.
5973;7;-66;-66
5974;7;rioting;-66
5975;7;-66;ACTS OF CIVIL DIOBEDIENCE AR WRONG  PEOPLE GET HUT PROPERTY IS DESTROIED THERE IS RIOTS ETS I FEEL THAT THINGS SHOULD BE SAT DOWN AND DISCUSSED ALTHOUGH YOU CAN NOT PLEASE EVERYONE
5979;7;-66;-66
5980;7;riot, illegal;-66
5984;7;fighting for what you think is right even if it means betraying your goverment when its rong and rising above that and making the situation rite if we dont engage the who will be the voice for the people when the government does not take into concideration that citizens have rites to;-66
5985;7;-66;everyone has the right to peacefully protest something they disagree with
5992;7;going against what the goverment wants to implement;-66
5993;7;-66;There just has to be balance
6002;7;-66;-99
6003;7;"If by civil disobedience it would mean its fine to throw stones at windows, torch cars then I TOTALLY DISAGREE with it being 'allowed'; I feel that this vandalism is being done for the sheer joy of destruction and nothing is accomplished other than disdain and expense";-66
6005;7;Protesting, riots, violence, strike.;-66
6009;7;-66;-66
6011;7;rioting, looting, destroying private property.;-66
6012;7;When I think of civil disobedience I refer to friendly and harmless protests, petitions and meetings. ;-66
6016;7;-66;dont think its the right thing to do
6023;7;They just should.;-66
6038;7;-66;People should be allowed to express themselves but most of the time it gets out of hand
6041;7;Organizations protesting against politcal decision through lobbying activities.;-66
6045;7;-66;It depends on the extent of the civil disobedience
6061;7;"Damaging property
Blowing cars up.
Riots
fighting with the police, nagging them on.";-66
6064;7;-66;" I put the wrong answer i meant its okay to protest to make your opinion known but as for violence  i cannot agree
"
6065;7;damage of public propery, disruption of traffic or regular affairs;-66
6069;7;-66;I support civil disobedience except killing other people who are opposed to your views.
6071;7;-66;society should not destroy public or personal property to vent their disobedience
6074;7;I don't have an opinion on civil disobedience;-66
6080;7;-66;someone is always going to disagree
6083;7;-66;-66
6088;7;that is no way to act reguardless, best way is vote them out;-66
6089;7;-66;it seems to me that once government makes up its mind to go in a certain direction  or make a given decision it is usually a done deal, so civil disobedience or public objection doesn't go far, canadians are not generally too outspoken as a group when they disagree with policy makers
6092;7;-66;i don't think we need to be disobedient
6103;7;-66;-66
6107;7;IF THE CROOKS ROB US .WE SHOULD HAVE THE RIGHT TO WHAT EVER THEY BOUGHT FROM OUR STOLEN MONEY.SUCH AS HOMES,CARS,ECT...;-66
6114;7;no idea.;-66
6115;7;-66;You don't want to start a riot but it's also important to be heard. people should trust some opinions but when issues are not dealt with then people should react. so do it but not all the time!
6117;7;-66;-66
6122;7;I think of riots, protests, vandalism;-66
6123;7;-66;there  is  no reasons in the  world  that  humans  should  partake in  civil disobedience ..  it  just makes  things  worse..   such  as  curfues, loss of freedom of speech..  etc...
6131;7;-66;I'm uncertain at this point.
6134;7;Refuse to obey certain laws, demands, and commands of a government;-66
6560;7;"nope
";-66
6744;7;DO NOT KNOW;-66
6800;7;Riots, looting and violence.;-66
6848;7;-66;it shows the government that the public is not happy.
7127;7;-66;I don't even know what that means..
7151;7;people rebelling against change and things happening in government;-66
7191;7;-66;-66
7202;7;Strikes, riots, protests;-66
7234;7;Wilful destruction of property;-66
7248;7;Peacefull meetings, picketing the government, resisting rules that are not right.;-66
7295;7;riots, protests, damage to property. ;-66
7303;7;none;-66
7309;7;don't really have an opinion ;-66
7320;7;-66;civil disobedience is breaking the law and should not be tolerated in society
7375;7;-66;Don't believe it is always necessary to make a point that you do not agree with the Government
7382;7;-66;people should be able to demonstrate when the government doesnt always do what is best for the people
7398;7;people should voice their opinions or changes will not happen,but must protest these opinions in a orderly and lawful way;-66
7435;7;-66;somethime they only make decation that sult them or there poket
7445;7;-66;dont really understand what your asking here disregard this question
7526;7;-66;people should not partake in this kind of act. Leads to more confusion and more trouble
7539;7;-66;AN UPRISING causes more damage and more money to everyone
7541;7;People who refuse to follow new or existing laws.;-66
7586;7;demonstration peacfully;-66
7599;7;not sure;-66
7613;7;When citizens do something that is against the law, yet within the realm of making a statement. ;-66
7627;7;-66;-66
7636;7;-66;Citizens still need to obey laws I feel they should beable to express their feelings but within the law
7653;7;citizens may join together (almost like a strike), to have their issues heard by the government.  Sometimes this is the only way to get the governments attention on an issue.;-66
7674;7;As long as it is 'peaceful' civil disobedience I think it is fine. Violence has no place in it at all... bottom line.;-66
7693;7;breaking laws... riots.. protests;-66
7701;7;-66;.
7718;7;-66;none
7720;7;-66;So the government will know what is going on and that some people have different opinions and do reject some things that the goverment does
7749;7;-66;-66
7777;7;-66;they should not
7844;7;"""Civil disobedience"" falls under our right to freedom of speech. We should be able to express our concerns without being silenced. ";-66
7875;7;none;-66
7896;7;"protesting to something
";-66
7907;7;"they should not have the right to destroy property
";-66
7992;7;-66;Citizens should not over-react unless the government really messes up.
8031;7;I think you mean an organized protest of some sort;-66
8097;7;rioting property damage. to protest in a peaceful manner is okay;-66
8201;7;-66;because i dont believe anyone should behave in civil disobedience
8207;7;-99;-66
8270;7;-66;Action may need to be taken to get goverment to listen but I don't think violance is the answer.
8286;7;-99;-66
8313;7;passive protests, petitions, rioting.. It ranges from passive to violent. It is all conduct out of the civil norm.;-66
8316;7;people not listening and breaking the laws;-66
8331;7;Mob rule, violence against the same system that protects their rights.  Socialism, Communism, Europe, Unions are all words that are always found with civil disobedience.  Even though most media outlets desire to associate it with other irrelevant terms.;-66
8342;7;-66;-66
8396;7;no reply;-66
